id,pid,gender,int_corr,samerace,age,field,field_cd,race,imprace,imprelig,income,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,match
94,91,1,0.57,0,28,Business (MBA),8.00,4,6,8,,Marketing,7.00,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,2,9.00,8.00,8.00,8.00,8.00,5.00,7.00,5.00,25,6,15.00,3.00,50.00,20.00,2.00,10.00,5.00,7.00,7.00,7.00,8.00,,5.00,3.00,1,0,0
94,92,1,0.64,0,28,Business (MBA),8.00,4,6,8,,Marketing,7.00,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,2,9.00,8.00,8.00,6.00,7.00,7.00,6.00,5.00,29,2,10.00,20.00,20.00,20.00,20.00,10.00,4.00,3.00,9.00,3.00,8.00,5.00,3.00,3.00,0,0,0
94,93,1,0.27,0,28,Business (MBA),8.00,4,6,8,,Marketing,7.00,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,2,7.00,9.00,9.00,8.00,6.00,7.00,7.00,5.00,29,2,14.00,20.00,18.00,24.00,18.00,6.00,6.00,6.00,7.00,7.00,8.00,6.00,7.00,5.00,1,0,0
95,76,1,-0.18,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,6.00,6.00,7.00,8.00,4.00,6.00,5.00,4.00,34,2,10.00,10.00,30.00,20.00,10.00,20.00,4.00,5.00,5.00,4.00,6.00,,2.00,2.00,0,0,0
95,77,1,-0.20,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,4.00,6.00,5.00,6.00,5.00,5.00,4.00,4.00,22,2,15.00,20.00,20.00,20.00,15.00,10.00,4.00,6.00,6.00,6.00,5.00,7.00,4.00,6.00,0,0,0
95,78,1,-0.16,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,5.00,6.00,7.00,4.00,4.00,6.00,4.00,3.00,23,3,10.00,25.00,20.00,10.00,20.00,15.00,2.00,4.00,9.00,4.00,9.00,6.00,5.00,1.00,0,0,0
95,79,1,-0.04,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,4.00,7.00,7.00,6.00,5.00,5.00,5.00,3.00,26,4,10.00,20.00,15.00,20.00,20.00,15.00,5.00,6.00,6.00,5.00,5.00,4.00,5.00,5.00,0,0,0
95,80,1,0.31,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,5.00,8.00,7.00,5.00,6.00,4.00,5.00,3.00,27,4,10.00,20.00,20.00,10.00,20.00,20.00,7.00,9.00,9.00,8.00,9.00,8.00,8.00,8.00,0,0,0
95,81,1,-0.21,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,6.00,6.00,6.00,8.00,6.00,7.00,6.00,5.00,28,2,10.00,10.00,20.00,20.00,20.00,20.00,3.00,7.00,7.00,5.00,7.00,6.00,6.00,8.00,1,0,0
95,82,1,-0.25,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,4.00,6.00,5.00,6.00,5.00,4.00,4.00,6.00,25,6,20.00,20.00,20.00,20.00,10.00,10.00,4.00,8.00,7.00,5.00,7.00,4.00,6.00,7.00,0,0,0
95,83,1,0.03,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,7.00,7.00,8.00,6.00,7.00,5.00,6.00,5.00,35,3,10.00,32.00,20.00,12.00,11.00,15.00,5.00,6.00,8.00,7.00,8.00,8.00,6.00,4.00,1,0,0
95,84,1,-0.03,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,5.00,7.00,6.00,6.00,6.00,4.00,5.00,4.00,32,3,30.00,30.00,30.00,5.00,0.00,5.00,5.00,8.00,7.00,5.00,5.00,4.00,6.00,6.00,0,0,0
95,85,1,-0.37,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,5.00,7.00,6.00,6.00,5.00,6.00,5.00,3.00,30,2,20.00,25.00,15.00,15.00,15.00,10.00,5.00,6.00,7.00,5.00,6.00,2.00,4.00,5.00,0,0,0
95,86,1,0.30,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,8.00,8.00,8.00,9.00,6.00,9.00,9.00,8.00,22,2,15.00,20.00,20.00,20.00,5.00,20.00,6.00,8.00,6.00,7.00,7.00,6.00,6.00,6.00,1,0,0
95,87,1,0.21,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,6.00,7.00,6.00,6.00,6.00,6.00,6.00,4.00,23,2,15.00,15.00,20.00,15.00,15.00,20.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,5.00,0,0,0
95,88,1,0.30,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,6.00,7.00,7.00,7.00,7.00,6.00,7.00,6.00,23,2,15.00,15.00,20.00,15.00,20.00,15.00,2.00,10.00,10.00,2.00,10.00,5.00,4.00,8.00,1,0,0
95,89,1,-0.31,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,3.00,5.00,6.00,4.00,6.00,3.00,2.00,1.00,27,2,25.00,15.00,20.00,20.00,20.00,0.00,6.00,9.00,8.00,7.00,7.00,6.00,6.00,5.00,0,0,0
95,90,1,0.32,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,3.00,8.00,5.00,4.00,5.00,4.00,3.00,2.00,23,4,15.00,21.00,18.00,18.00,10.00,18.00,8.00,8.00,7.00,8.00,6.00,4.00,8.00,3.00,0,1,0
95,91,1,-0.12,0,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,7.00,7.00,8.00,7.00,8.00,7.00,7.00,6.00,25,6,15.00,3.00,50.00,20.00,2.00,10.00,5.00,6.00,6.00,6.00,7.00,,4.00,5.00,1,0,0
95,92,1,-0.23,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,6.00,6.00,7.00,7.00,4.00,5.00,6.00,4.00,29,2,10.00,20.00,20.00,20.00,20.00,10.00,4.00,8.00,9.00,4.00,8.00,3.00,4.00,5.00,1,0,0
95,93,1,-0.57,1,26,Business,8.00,2,7,5,"76,624.00",Business - Investment Management,7.00,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,6,6,5.00,7.00,7.00,8.00,5.00,6.00,6.00,5.00,29,2,14.00,20.00,18.00,24.00,18.00,6.00,7.00,8.00,7.00,7.00,7.00,7.00,8.00,6.00,1,1,1
96,76,1,0.65,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,6.00,7.00,7.00,8.00,,,7.00,7.00,34,2,10.00,10.00,30.00,20.00,10.00,20.00,2.00,10.00,4.00,4.00,4.00,,2.00,2.00,1,0,0
96,77,1,0.28,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,7.00,6.00,,,7.00,5.00,22,2,15.00,20.00,20.00,20.00,15.00,10.00,4.00,6.00,7.00,4.00,6.00,2.00,4.00,1.00,0,0,0
96,78,1,0.55,1,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,6.00,6.00,6.00,6.00,6.00,,6.00,6.00,23,3,10.00,25.00,20.00,10.00,20.00,15.00,2.00,5.00,9.00,2.00,9.00,2.00,7.00,2.00,0,0,0
96,79,1,0.49,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,8.00,9.00,9.00,9.00,8.00,8.00,9.00,8.00,26,4,10.00,20.00,15.00,20.00,20.00,15.00,7.00,7.00,7.00,5.00,5.00,5.00,7.00,5.00,1,0,0
96,80,1,-0.36,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,6.00,7.00,7.00,6.00,,,6.00,7.00,27,4,10.00,20.00,20.00,10.00,20.00,20.00,6.00,7.00,8.00,7.00,8.00,7.00,7.00,8.00,0,0,0
96,81,1,0.37,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,7.00,8.00,,,8.00,6.00,28,2,10.00,10.00,20.00,20.00,20.00,20.00,2.00,6.00,8.00,4.00,7.00,4.00,5.00,6.00,1,0,0
96,82,1,0.56,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,8.00,8.00,8.00,,,8.00,8.00,25,6,20.00,20.00,20.00,20.00,10.00,10.00,5.00,10.00,8.00,8.00,9.00,7.00,8.00,8.00,1,0,0
96,83,1,0.32,1,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,7.00,6.00,6.00,,7.00,6.00,35,3,10.00,32.00,20.00,12.00,11.00,15.00,4.00,8.00,8.00,5.00,7.00,6.00,5.00,2.00,0,0,0
96,84,1,0.44,1,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,8.00,8.00,8.00,8.00,8.00,7.00,32,3,30.00,30.00,30.00,5.00,0.00,5.00,5.00,8.00,8.00,6.00,6.00,5.00,6.00,4.00,1,0,0
96,85,1,0.71,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,7.00,7.00,,,8.00,6.00,30,2,20.00,25.00,15.00,15.00,15.00,10.00,5.00,5.00,6.00,6.00,6.00,2.00,3.00,3.00,1,0,0
96,86,1,0.11,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,8.00,8.00,9.00,8.00,,8.00,9.00,7.00,22,2,15.00,20.00,20.00,20.00,5.00,20.00,6.00,7.00,7.00,4.00,,,5.00,5.00,1,0,0
96,87,1,0.16,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,6.00,6.00,7.00,,,7.00,5.00,23,2,15.00,15.00,20.00,15.00,15.00,20.00,3.00,6.00,6.00,5.00,7.00,4.00,1.00,7.00,0,0,0
96,88,1,-0.06,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,7.00,7.00,,,7.00,5.00,23,2,15.00,15.00,20.00,15.00,20.00,15.00,3.00,7.00,9.00,2.00,10.00,3.00,3.00,5.00,0,0,0
96,89,1,0.64,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,6.00,7.00,7.00,7.00,7.00,,7.00,7.00,27,2,25.00,15.00,20.00,20.00,20.00,0.00,6.00,10.00,9.00,7.00,8.00,6.00,8.00,5.00,1,0,0
96,90,1,0.13,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,6.00,8.00,7.00,6.00,6.00,,6.00,7.00,23,4,15.00,21.00,18.00,18.00,10.00,18.00,5.00,5.00,6.00,5.00,6.00,7.00,6.00,0.00,0,0,0
96,91,1,0.28,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,8.00,8.00,8.00,8.00,8.00,7.00,8.00,7.00,25,6,15.00,3.00,50.00,20.00,2.00,10.00,4.00,6.00,6.00,6.00,6.00,5.00,5.00,2.00,1,0,0
96,92,1,0.56,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,7.00,7.00,6.00,,5.00,6.00,6.00,29,2,10.00,20.00,20.00,20.00,20.00,10.00,3.00,9.00,10.00,6.00,9.00,5.00,6.00,7.00,0,0,0
96,93,1,0.55,0,26,Computer Science,5.00,3,3,6,,Academic or Research staff,2.00,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,7.00,8.00,8.00,8.00,,,7.00,7.00,29,2,14.00,20.00,18.00,24.00,18.00,6.00,7.00,7.00,7.00,6.00,6.00,6.00,6.00,4.00,1,0,0
97,76,1,0.08,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,4.00,6.00,7.00,7.00,7.00,7.00,4.00,7.00,34,2,10.00,10.00,30.00,20.00,10.00,20.00,10.00,8.00,10.00,8.00,,,10.00,7.00,0,1,0
97,77,1,-0.05,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,6.00,9.00,9.00,9.00,6.00,6.00,6.00,4.00,22,2,15.00,20.00,20.00,20.00,15.00,10.00,6.00,5.00,6.00,7.00,6.00,7.00,6.00,4.00,1,1,1
97,78,1,0.14,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,7.00,8.00,7.00,6.00,5.00,6.00,5.00,23,3,10.00,25.00,20.00,10.00,20.00,15.00,9.00,5.00,9.00,,,2.00,4.00,1.00,0,0,0
97,79,1,-0.27,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,5.00,7.00,8.00,6.00,7.00,7.00,6.00,6.00,26,4,10.00,20.00,15.00,20.00,20.00,15.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,5.00,0,1,0
97,80,1,0.23,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,4.00,6.00,7.00,4.00,6.00,6.00,4.00,5.00,27,4,10.00,20.00,20.00,10.00,20.00,20.00,8.00,8.00,8.00,8.00,,8.00,8.00,7.00,0,1,0
97,81,1,-0.04,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,7.00,7.00,8.00,7.00,8.00,7.00,6.00,7.00,28,2,10.00,10.00,20.00,20.00,20.00,20.00,8.00,8.00,9.00,8.00,7.00,6.00,6.00,5.00,0,0,0
97,82,1,0.10,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,5.00,6.00,6.00,5.00,6.00,7.00,5.00,6.00,25,6,20.00,20.00,20.00,20.00,10.00,10.00,8.00,9.00,10.00,7.00,8.00,8.00,7.00,7.00,0,0,0
97,83,1,0.04,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,7.00,6.00,7.00,6.00,8.00,4.00,6.00,,35,3,10.00,32.00,20.00,12.00,11.00,15.00,8.00,6.00,7.00,7.00,7.00,6.00,5.00,4.00,1,0,0
97,84,1,0.14,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,7.00,7.00,7.00,7.00,6.00,6.00,7.00,5.00,32,3,30.00,30.00,30.00,5.00,0.00,5.00,4.00,6.00,7.00,4.00,7.00,3.00,4.00,3.00,1,0,0
97,85,1,0.01,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,6.00,6.00,6.00,5.00,7.00,4.00,5.00,7.00,30,2,20.00,25.00,15.00,15.00,15.00,10.00,7.00,8.00,7.00,7.00,5.00,4.00,7.00,7.00,0,1,0
97,86,1,-0.07,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,8.00,8.00,8.00,8.00,7.00,7.00,7.00,22,2,15.00,20.00,20.00,20.00,5.00,20.00,7.00,7.00,7.00,7.00,7.00,6.00,7.00,5.00,1,1,1
97,87,1,0.55,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,8.00,7.00,7.00,6.00,5.00,7.00,4.00,23,2,15.00,15.00,20.00,15.00,15.00,20.00,3.00,4.00,6.00,6.00,7.00,3.00,3.00,6.00,1,0,0
97,88,1,0.53,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,6.00,7.00,6.00,5.00,7.00,6.00,5.00,,23,2,15.00,15.00,20.00,15.00,20.00,15.00,6.00,7.00,10.00,7.00,10.00,7.00,6.00,5.00,0,0,0
97,89,1,-0.29,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,8.00,7.00,7.00,7.00,5.00,7.00,5.00,27,2,25.00,15.00,20.00,20.00,20.00,0.00,7.00,9.00,9.00,8.00,9.00,5.00,2.00,5.00,1,0,0
97,90,1,0.38,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,3.00,7.00,8.00,4.00,9.00,5.00,4.00,5.00,23,4,15.00,21.00,18.00,18.00,10.00,18.00,7.00,6.00,8.00,7.00,7.00,5.00,7.00,3.00,0,1,0
97,91,1,-0.20,0,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,8.00,8.00,8.00,9.00,6.00,8.00,5.00,25,6,15.00,3.00,50.00,20.00,2.00,10.00,6.00,7.00,8.00,6.00,7.00,,6.00,2.00,1,1,1
97,92,1,0.17,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,7.00,8.00,6.00,8.00,9.00,6.00,5.00,29,2,10.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,8.00,9.00,10.00,9.00,8.00,1,1,1
97,93,1,-0.37,1,29,Climate-Earth and Environ. Science,10.00,2,4,1,"35,968.00",Professor,2.00,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,5,8.00,8.00,8.00,8.00,7.00,8.00,7.00,7.00,29,2,14.00,20.00,18.00,24.00,18.00,6.00,8.00,7.00,8.00,8.00,,,8.00,6.00,1,1,1
98,76,1,0.24,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,2.00,34,2,10.00,10.00,30.00,20.00,10.00,20.00,2.00,10.00,5.00,2.00,,,2.00,2.00,1,0,0
98,77,1,0.16,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,2.00,22,2,15.00,20.00,20.00,20.00,15.00,10.00,8.00,9.00,9.00,6.00,7.00,5.00,8.00,5.00,1,1,1
98,78,1,0.29,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,3.00,23,3,10.00,25.00,20.00,10.00,20.00,15.00,7.00,9.00,9.00,2.00,9.00,2.00,7.00,2.00,1,0,0
98,79,1,0.13,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,3.00,26,4,10.00,20.00,15.00,20.00,20.00,15.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1,0,0
98,80,1,0.25,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,8.00,3.00,27,4,10.00,20.00,20.00,10.00,20.00,20.00,6.00,7.00,7.00,6.00,6.00,5.00,6.00,6.00,1,0,0
98,81,1,0.22,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,2.00,28,2,10.00,10.00,20.00,20.00,20.00,20.00,7.00,6.00,6.00,4.00,6.00,3.00,5.00,2.00,1,0,0
98,82,1,0.20,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,4.00,25,6,20.00,20.00,20.00,20.00,10.00,10.00,7.00,10.00,7.00,7.00,8.00,6.00,9.00,7.00,1,0,0
98,83,1,0.26,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,3.00,35,3,10.00,32.00,20.00,12.00,11.00,15.00,5.00,6.00,7.00,4.00,5.00,4.00,5.00,2.00,1,0,0
98,84,1,0.45,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,4.00,32,3,30.00,30.00,30.00,5.00,0.00,5.00,5.00,8.00,5.00,2.00,2.00,2.00,4.00,6.00,1,0,0
98,85,1,0.07,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,4.00,30,2,20.00,25.00,15.00,15.00,15.00,10.00,8.00,8.00,8.00,1.00,1.00,1.00,3.00,4.00,1,0,0
98,86,1,0.13,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,10.00,,10.00,10.00,4.00,22,2,15.00,20.00,20.00,20.00,5.00,20.00,7.00,8.00,7.00,5.00,5.00,5.00,6.00,5.00,1,0,0
98,87,1,0.67,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,10.00,10.00,3.00,23,2,15.00,15.00,20.00,15.00,15.00,20.00,2.00,8.00,8.00,5.00,9.00,7.00,7.00,4.00,1,0,0
98,88,1,0.43,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,10.00,,10.00,10.00,4.00,23,2,15.00,15.00,20.00,15.00,20.00,15.00,3.00,10.00,10.00,3.00,10.00,10.00,6.00,8.00,1,0,0
98,89,1,0.00,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,9.00,2.00,27,2,25.00,15.00,20.00,20.00,20.00,0.00,6.00,9.00,7.00,6.00,7.00,5.00,5.00,5.00,1,0,0
98,90,1,0.26,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,10.00,,10.00,3.00,23,4,15.00,21.00,18.00,18.00,10.00,18.00,6.00,6.00,6.00,5.00,4.00,3.00,5.00,0.00,1,0,0
98,91,1,0.11,0,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,3.00,25,6,15.00,3.00,50.00,20.00,2.00,10.00,6.00,9.00,8.00,5.00,8.00,3.00,6.00,2.00,1,0,0
98,92,1,0.41,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,3.00,29,2,10.00,20.00,20.00,20.00,20.00,10.00,8.00,7.00,8.00,3.00,8.00,6.00,7.00,7.00,1,1,1
98,93,1,-0.16,1,39,Social Work,11.00,2,1,1,"51,725.00",University Professor,2.00,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,5,5,10.00,10.00,10.00,,,,10.00,3.00,29,2,14.00,20.00,18.00,24.00,18.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,6.00,4.00,1,0,0
99,76,1,0.71,1,28,Law,1.00,2,1,1,"55,419.00",Lawyer,1.00,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,18,4.00,7.00,8.00,5.00,7.00,3.00,6.00,9.00,34,2,10.00,10.00,30.00,20.00,10.00,20.00,6.00,8.00,8.00,6.00,8.00,,2.00,2.00,0,1,0
